dataset,position,layer,method,seed,acc
snli,second_to_last,15,CCS,4.0,0.624
snli,second_to_last,16,CCS,0.0,0.532
snli,second_to_last,16,CCS,1.0,0.85
snli,second_to_last,16,CCS,2.0,0.638
snli,second_to_last,16,CCS,3.0,0.588
snli,second_to_last,16,CCS,4.0,0.692
snli,second_to_last,17,CCS,0.0,0.54
snli,second_to_last,17,CCS,1.0,0.6
snli,second_to_last,17,CCS,2.0,0.692
snli,second_to_last,17,CCS,3.0,0.594
snli,second_to_last,17,CCS,4.0,0.676
snli,second_to_last,18,CCS,0.0,0.78
snli,second_to_last,18,CCS,1.0,0.612
snli,second_to_last,18,CCS,2.0,0.536
snli,second_to_last,18,CCS,3.0,0.608
snli,second_to_last,18,CCS,4.0,0.774
snli,second_to_last,20,CCS,0.0,0.796
snli,second_to_last,20,CCS,1.0,0.65
snli,second_to_last,20,CCS,2.0,0.602
snli,second_to_last,20,CCS,3.0,0.548
snli,second_to_last,20,CCS,4.0,0.69
snli,second_to_last,22,CCS,0.0,0.826
snli,second_to_last,22,CCS,1.0,0.65
snli,second_to_last,22,CCS,2.0,0.62
snli,second_to_last,22,CCS,3.0,0.61
snli,second_to_last,22,CCS,4.0,0.496
snli,second_to_last,24,CCS,0.0,0.838
snli,second_to_last,24,CCS,1.0,0.658
snli,second_to_last,24,CCS,2.0,0.84
snli,second_to_last,24,CCS,3.0,0.638
snli,second_to_last,24,CCS,4.0,0.694
snli,last,8,logistic,,0.874
snli,last,10,logistic,,0.922
snli,last,12,logistic,,0.938
snli,last,14,logistic,,0.942
snli,last,15,logistic,,0.942
snli,last,16,logistic,,0.942
snli,last,17,logistic,,0.94
snli,last,18,logistic,,0.948
snli,last,20,logistic,,0.942
snli,last,22,logistic,,0.94
snli,last,24,logistic,,0.938
snli,last,8,tcPCA-1,,0.684
snli,last,10,tcPCA-1,,0.712
snli,last,12,tcPCA-1,,0.75
snli,last,14,tcPCA-1,,0.786
snli,last,15,tcPCA-1,,0.806
snli,last,16,tcPCA-1,,0.832
snli,last,17,tcPCA-1,,0.824
snli,last,18,tcPCA-1,,0.816
snli,last,20,tcPCA-1,,0.794
snli,last,22,tcPCA-1,,0.764
snli,last,24,tcPCA-1,,0.734
snli,last,8,GCC-1,,0.692
snli,last,10,GCC-1,,0.732
snli,last,12,GCC-1,,0.784
snli,last,14,GCC-1,,0.832
snli,last,15,GCC-1,,0.842
snli,last,16,GCC-1,,0.866
snli,last,17,GCC-1,,0.85
snli,last,18,GCC-1,,0.852
snli,last,20,GCC-1,,0.854
snli,last,22,GCC-1,,0.862
snli,last,24,GCC-1,,0.854
snli,last,8,CCS,0.0,0.752
snli,last,8,CCS,1.0,0.698
snli,last,8,CCS,2.0,0.688
snli,last,8,CCS,3.0,0.686
snli,last,8,CCS,4.0,0.644
snli,last,10,CCS,0.0,0.522
snli,last,10,CCS,1.0,0.584
snli,last,10,CCS,2.0,0.726
snli,last,10,CCS,3.0,0.738
snli,last,10,CCS,4.0,0.666
snli,last,12,CCS,0.0,0.676
snli,last,12,CCS,1.0,0.814
snli,last,12,CCS,2.0,0.802
snli,last,12,CCS,3.0,0.79
snli,last,12,CCS,4.0,0.886
snli,last,14,CCS,0.0,0.834
snli,last,14,CCS,1.0,0.924
snli,last,14,CCS,2.0,0.792
snli,last,14,CCS,3.0,0.754
snli,last,14,CCS,4.0,0.824
snli,last,15,CCS,0.0,0.872
snli,last,15,CCS,1.0,0.922
snli,last,15,CCS,2.0,0.796
snli,last,15,CCS,3.0,0.772
snli,last,15,CCS,4.0,0.814
snli,last,16,CCS,0.0,0.842
snli,last,16,CCS,1.0,0.856
snli,last,16,CCS,2.0,0.824
snli,last,16,CCS,3.0,0.832
snli,last,16,CCS,4.0,0.876
snli,last,17,CCS,0.0,0.828
snli,last,17,CCS,1.0,0.888
snli,last,17,CCS,2.0,0.816
snli,last,17,CCS,3.0,0.846
snli,last,17,CCS,4.0,0.832
snli,last,18,CCS,0.0,0.926
snli,last,18,CCS,1.0,0.858
snli,last,18,CCS,2.0,0.818
snli,last,18,CCS,3.0,0.824
snli,last,18,CCS,4.0,0.772
snli,last,20,CCS,0.0,0.654
snli,last,20,CCS,1.0,0.87
snli,last,20,CCS,2.0,0.856
snli,last,20,CCS,3.0,0.846
snli,last,20,CCS,4.0,0.702
snli,last,22,CCS,0.0,0.562
snli,last,22,CCS,1.0,0.844
snli,last,22,CCS,2.0,0.874
snli,last,22,CCS,3.0,0.87
snli,last,22,CCS,4.0,0.644
snli,last,24,CCS,0.0,0.506
snli,last,24,CCS,1.0,0.632
snli,last,24,CCS,2.0,0.504
snli,last,24,CCS,3.0,0.838
snli,last,24,CCS,4.0,0.658
sp_en_trans,second_to_last,8,logistic,,0.9943502824858758
sp_en_trans,second_to_last,10,logistic,,1.0
sp_en_trans,second_to_last,12,logistic,,1.0
sp_en_trans,second_to_last,14,logistic,,1.0
sp_en_trans,second_to_last,15,logistic,,1.0
sp_en_trans,second_to_last,16,logistic,,1.0
sp_en_trans,second_to_last,17,logistic,,1.0
sp_en_trans,second_to_last,18,logistic,,1.0
sp_en_trans,second_to_last,20,logistic,,1.0
sp_en_trans,second_to_last,22,logistic,,1.0
sp_en_trans,second_to_last,24,logistic,,0.9943502824858758
sp_en_trans,second_to_last,8,tcPCA-1,,0.96045197740113
sp_en_trans,second_to_last,10,tcPCA-1,,0.9774011299435028
sp_en_trans,second_to_last,12,tcPCA-1,,1.0
sp_en_trans,second_to_last,14,tcPCA-1,,1.0
sp_en_trans,second_to_last,15,tcPCA-1,,1.0
sp_en_trans,second_to_last,16,tcPCA-1,,1.0
sp_en_trans,second_to_last,17,tcPCA-1,,1.0
sp_en_trans,second_to_last,18,tcPCA-1,,1.0
sp_en_trans,second_to_last,20,tcPCA-1,,0.9943502824858758
sp_en_trans,second_to_last,22,tcPCA-1,,0.9887005649717514
sp_en_trans,second_to_last,24,tcPCA-1,,0.9717514124293786
sp_en_trans,second_to_last,8,GCC-1,,0.9661016949152542
sp_en_trans,second_to_last,10,GCC-1,,0.9774011299435028
sp_en_trans,second_to_last,12,GCC-1,,1.0
sp_en_trans,second_to_last,14,GCC-1,,1.0
sp_en_trans,second_to_last,15,GCC-1,,1.0
sp_en_trans,second_to_last,16,GCC-1,,1.0
sp_en_trans,second_to_last,17,GCC-1,,1.0
sp_en_trans,second_to_last,18,GCC-1,,0.9943502824858758
sp_en_trans,second_to_last,20,GCC-1,,0.9887005649717514
sp_en_trans,second_to_last,22,GCC-1,,0.9887005649717514
sp_en_trans,second_to_last,24,GCC-1,,0.9830508474576272
sp_en_trans,second_to_last,8,CCS,0.0,0.9887005649717514
sp_en_trans,second_to_last,8,CCS,1.0,0.9774011299435028
sp_en_trans,second_to_last,8,CCS,2.0,0.9887005649717514
sp_en_trans,second_to_last,8,CCS,3.0,0.5649717514124294
sp_en_trans,second_to_last,8,CCS,4.0,0.9887005649717514
sp_en_trans,second_to_last,10,CCS,0.0,0.9943502824858758
sp_en_trans,second_to_last,10,CCS,1.0,0.9887005649717514
sp_en_trans,second_to_last,10,CCS,2.0,0.9943502824858758
sp_en_trans,second_to_last,10,CCS,3.0,0.9943502824858758
sp_en_trans,second_to_last,10,CCS,4.0,0.9887005649717514
sp_en_trans,second_to_last,12,CCS,0.0,1.0
sp_en_trans,second_to_last,12,CCS,1.0,0.9887005649717514
sp_en_trans,second_to_last,12,CCS,2.0,0.9943502824858758
sp_en_trans,second_to_last,12,CCS,3.0,0.9943502824858758
sp_en_trans,second_to_last,12,CCS,4.0,1.0
sp_en_trans,second_to_last,14,CCS,0.0,0.9943502824858758
sp_en_trans,second_to_last,14,CCS,1.0,1.0
sp_en_trans,second_to_last,14,CCS,2.0,1.0
sp_en_trans,second_to_last,14,CCS,3.0,1.0
sp_en_trans,second_to_last,14,CCS,4.0,1.0
sp_en_trans,second_to_last,15,CCS,0.0,1.0
sp_en_trans,second_to_last,15,CCS,1.0,1.0
sp_en_trans,second_to_last,15,CCS,2.0,1.0
sp_en_trans,second_to_last,15,CCS,3.0,0.9943502824858758
sp_en_trans,second_to_last,15,CCS,4.0,1.0
sp_en_trans,second_to_last,16,CCS,0.0,1.0
sp_en_trans,second_to_last,16,CCS,1.0,1.0
sp_en_trans,second_to_last,16,CCS,2.0,1.0
sp_en_trans,second_to_last,16,CCS,3.0,1.0
sp_en_trans,second_to_last,16,CCS,4.0,1.0
sp_en_trans,second_to_last,17,CCS,0.0,0.9943502824858758
sp_en_trans,second_to_last,17,CCS,1.0,0.9943502824858758
sp_en_trans,second_to_last,17,CCS,2.0,0.9943502824858758
sp_en_trans,second_to_last,17,CCS,3.0,0.9943502824858758
sp_en_trans,second_to_last,17,CCS,4.0,0.9943502824858758
sp_en_trans,second_to_last,18,CCS,0.0,1.0
sp_en_trans,second_to_last,18,CCS,1.0,1.0
sp_en_trans,second_to_last,18,CCS,2.0,1.0
sp_en_trans,second_to_last,18,CCS,3.0,1.0
sp_en_trans,second_to_last,18,CCS,4.0,1.0
sp_en_trans,second_to_last,20,CCS,0.0,0.9943502824858758
sp_en_trans,second_to_last,20,CCS,1.0,1.0
sp_en_trans,second_to_last,20,CCS,2.0,0.9887005649717514
sp_en_trans,second_to_last,20,CCS,3.0,0.9830508474576272
sp_en_trans,second_to_last,20,CCS,4.0,0.9943502824858758
sp_en_trans,second_to_last,22,CCS,0.0,0.9887005649717514
sp_en_trans,second_to_last,22,CCS,1.0,0.9887005649717514
sp_en_trans,second_to_last,22,CCS,2.0,0.9943502824858758
sp_en_trans,second_to_last,22,CCS,3.0,0.9943502824858758
sp_en_trans,second_to_last,22,CCS,4.0,0.9887005649717514
sp_en_trans,second_to_last,24,CCS,0.0,0.9887005649717514
sp_en_trans,second_to_last,24,CCS,1.0,0.9887005649717514
sp_en_trans,second_to_last,24,CCS,2.0,0.9887005649717514
sp_en_trans,second_to_last,24,CCS,3.0,0.9887005649717514
sp_en_trans,second_to_last,24,CCS,4.0,0.9887005649717514
sp_en_trans,last,8,logistic,,0.9887005649717514
sp_en_trans,last,10,logistic,,0.9830508474576272
sp_en_trans,last,12,logistic,,0.9887005649717514
sp_en_trans,last,14,logistic,,0.9887005649717514
sp_en_trans,last,15,logistic,,0.9887005649717514
sp_en_trans,last,16,logistic,,0.9887005649717514
sp_en_trans,last,17,logistic,,0.9887005649717514
sp_en_trans,last,18,logistic,,0.9887005649717514
sp_en_trans,last,20,logistic,,0.9887005649717514
sp_en_trans,last,22,logistic,,0.9887005649717514
sp_en_trans,last,24,logistic,,0.9887005649717514
sp_en_trans,last,8,tcPCA-1,,0.7966101694915254
sp_en_trans,last,10,tcPCA-1,,0.9717514124293786
sp_en_trans,last,12,tcPCA-1,,0.9887005649717514
sp_en_trans,last,14,tcPCA-1,,0.9887005649717514
sp_en_trans,last,15,tcPCA-1,,0.9887005649717514
sp_en_trans,last,16,tcPCA-1,,0.9887005649717514
sp_en_trans,last,17,tcPCA-1,,0.9943502824858758
sp_en_trans,last,18,tcPCA-1,,0.9887005649717514
sp_en_trans,last,20,tcPCA-1,,0.9774011299435028
sp_en_trans,last,22,tcPCA-1,,0.9661016949152542
sp_en_trans,last,24,tcPCA-1,,0.9661016949152542
sp_en_trans,last,8,GCC-1,,0.8700564971751412
sp_en_trans,last,10,GCC-1,,0.9830508474576272
sp_en_trans,last,12,GCC-1,,0.9887005649717514
sp_en_trans,last,14,GCC-1,,0.9887005649717514
sp_en_trans,last,15,GCC-1,,0.9887005649717514
sp_en_trans,last,16,GCC-1,,0.9887005649717514
sp_en_trans,last,17,GCC-1,,0.9887005649717514
sp_en_trans,last,18,GCC-1,,0.9887005649717514
sp_en_trans,last,20,GCC-1,,0.9943502824858758
sp_en_trans,last,22,GCC-1,,0.9830508474576272
sp_en_trans,last,24,GCC-1,,0.9830508474576272
sp_en_trans,last,8,CCS,0.0,0.9209039548022598
sp_en_trans,last,8,CCS,1.0,0.7005649717514124
sp_en_trans,last,8,CCS,2.0,0.711864406779661
sp_en_trans,last,8,CCS,3.0,0.6836158192090396
sp_en_trans,last,8,CCS,4.0,0.8983050847457628
sp_en_trans,last,10,CCS,0.0,0.9774011299435028
sp_en_trans,last,10,CCS,1.0,0.9774011299435028
sp_en_trans,last,10,CCS,2.0,0.9548022598870056
sp_en_trans,last,10,CCS,3.0,0.9774011299435028
sp_en_trans,last,10,CCS,4.0,0.9774011299435028
sp_en_trans,last,12,CCS,0.0,0.9887005649717514
sp_en_trans,last,12,CCS,1.0,0.9887005649717514
sp_en_trans,last,12,CCS,2.0,0.9887005649717514
sp_en_trans,last,12,CCS,3.0,0.9887005649717514
sp_en_trans,last,12,CCS,4.0,0.9887005649717514
sp_en_trans,last,14,CCS,0.0,0.9887005649717514
sp_en_trans,last,14,CCS,1.0,0.9887005649717514
sp_en_trans,last,14,CCS,2.0,0.9887005649717514
sp_en_trans,last,14,CCS,3.0,0.9887005649717514
sp_en_trans,last,14,CCS,4.0,0.9887005649717514
sp_en_trans,last,15,CCS,0.0,0.5649717514124294
sp_en_trans,last,15,CCS,1.0,0.9887005649717514
sp_en_trans,last,15,CCS,2.0,0.9887005649717514
sp_en_trans,last,15,CCS,3.0,0.9887005649717514
sp_en_trans,last,15,CCS,4.0,0.9887005649717514
sp_en_trans,last,16,CCS,0.0,0.9887005649717514
sp_en_trans,last,16,CCS,1.0,0.9887005649717514
sp_en_trans,last,16,CCS,2.0,0.9887005649717514
sp_en_trans,last,16,CCS,3.0,0.9887005649717514
sp_en_trans,last,16,CCS,4.0,0.5084745762711864
sp_en_trans,last,17,CCS,0.0,0.9887005649717514
sp_en_trans,last,17,CCS,1.0,0.9887005649717514
sp_en_trans,last,17,CCS,2.0,0.9887005649717514
sp_en_trans,last,17,CCS,3.0,0.9887005649717514
sp_en_trans,last,17,CCS,4.0,0.9943502824858758
sp_en_trans,last,18,CCS,0.0,0.9887005649717514
sp_en_trans,last,18,CCS,1.0,0.9887005649717514
sp_en_trans,last,18,CCS,2.0,0.9887005649717514
sp_en_trans,last,18,CCS,3.0,0.9887005649717514
sp_en_trans,last,18,CCS,4.0,0.9887005649717514
sp_en_trans,last,20,CCS,0.0,0.9887005649717514
sp_en_trans,last,20,CCS,1.0,0.6779661016949152
sp_en_trans,last,20,CCS,2.0,0.9887005649717514
sp_en_trans,last,20,CCS,3.0,0.9717514124293786
sp_en_trans,last,20,CCS,4.0,0.9943502824858758
sp_en_trans,last,22,CCS,0.0,0.9887005649717514
sp_en_trans,last,22,CCS,1.0,0.9887005649717514
sp_en_trans,last,22,CCS,2.0,0.9943502824858758
sp_en_trans,last,22,CCS,3.0,0.768361581920904
sp_en_trans,last,22,CCS,4.0,0.9830508474576272
sp_en_trans,last,24,CCS,0.0,0.9830508474576272
sp_en_trans,last,24,CCS,1.0,0.9661016949152542
sp_en_trans,last,24,CCS,2.0,0.9943502824858758
sp_en_trans,last,24,CCS,3.0,0.8361581920903954
sp_en_trans,last,24,CCS,4.0,0.8757062146892656
