dataset,position,layer,method,seed,acc
snli,second_to_last,15,CCS,4.0,0.926
snli,second_to_last,16,CCS,0.0,0.932
snli,second_to_last,16,CCS,1.0,0.924
snli,second_to_last,16,CCS,2.0,0.922
snli,second_to_last,16,CCS,3.0,0.928
snli,second_to_last,16,CCS,4.0,0.932
snli,second_to_last,17,CCS,0.0,0.934
snli,second_to_last,17,CCS,1.0,0.928
snli,second_to_last,17,CCS,2.0,0.926
snli,second_to_last,17,CCS,3.0,0.926
snli,second_to_last,17,CCS,4.0,0.926
snli,second_to_last,18,CCS,0.0,0.924
snli,second_to_last,18,CCS,1.0,0.928
snli,second_to_last,18,CCS,2.0,0.926
snli,second_to_last,18,CCS,3.0,0.93
snli,second_to_last,18,CCS,4.0,0.928
snli,second_to_last,20,CCS,0.0,0.934
snli,second_to_last,20,CCS,1.0,0.934
snli,second_to_last,20,CCS,2.0,0.922
snli,second_to_last,20,CCS,3.0,0.926
snli,second_to_last,20,CCS,4.0,0.934
snli,second_to_last,22,CCS,0.0,0.934
snli,second_to_last,22,CCS,1.0,0.93
snli,second_to_last,22,CCS,2.0,0.932
snli,second_to_last,22,CCS,3.0,0.934
snli,second_to_last,22,CCS,4.0,0.928
snli,second_to_last,24,CCS,0.0,0.926
snli,second_to_last,24,CCS,1.0,0.93
snli,second_to_last,24,CCS,2.0,0.928
snli,second_to_last,24,CCS,3.0,0.922
snli,second_to_last,24,CCS,4.0,0.912
snli,last,8,logistic,,0.892
snli,last,10,logistic,,0.93
snli,last,12,logistic,,0.962
snli,last,14,logistic,,0.962
snli,last,15,logistic,,0.96
snli,last,16,logistic,,0.958
snli,last,17,logistic,,0.96
snli,last,18,logistic,,0.96
snli,last,20,logistic,,0.954
snli,last,22,logistic,,0.958
snli,last,24,logistic,,0.956
snli,last,8,tcPCA-1,,0.63
snli,last,10,tcPCA-1,,0.658
snli,last,12,tcPCA-1,,0.824
snli,last,14,tcPCA-1,,0.928
snli,last,15,tcPCA-1,,0.932
snli,last,16,tcPCA-1,,0.938
snli,last,17,tcPCA-1,,0.934
snli,last,18,tcPCA-1,,0.934
snli,last,20,tcPCA-1,,0.93
snli,last,22,tcPCA-1,,0.934
snli,last,24,tcPCA-1,,0.938
snli,last,8,GCC-1,,0.69
snli,last,10,GCC-1,,0.754
snli,last,12,GCC-1,,0.822
snli,last,14,GCC-1,,0.91
snli,last,15,GCC-1,,0.928
snli,last,16,GCC-1,,0.93
snli,last,17,GCC-1,,0.932
snli,last,18,GCC-1,,0.932
snli,last,20,GCC-1,,0.914
snli,last,22,GCC-1,,0.914
snli,last,24,GCC-1,,0.918
snli,last,8,CCS,0.0,0.648
snli,last,8,CCS,1.0,0.8
snli,last,8,CCS,2.0,0.688
snli,last,8,CCS,3.0,0.686
snli,last,8,CCS,4.0,0.692
snli,last,10,CCS,0.0,0.762
snli,last,10,CCS,1.0,0.884
snli,last,10,CCS,2.0,0.694
snli,last,10,CCS,3.0,0.536
snli,last,10,CCS,4.0,0.688
snli,last,12,CCS,0.0,0.73
snli,last,12,CCS,1.0,0.884
snli,last,12,CCS,2.0,0.752
snli,last,12,CCS,3.0,0.922
snli,last,12,CCS,4.0,0.918
snli,last,14,CCS,0.0,0.938
snli,last,14,CCS,1.0,0.938
snli,last,14,CCS,2.0,0.94
snli,last,14,CCS,3.0,0.942
snli,last,14,CCS,4.0,0.936
snli,last,15,CCS,0.0,0.932
snli,last,15,CCS,1.0,0.948
snli,last,15,CCS,2.0,0.888
snli,last,15,CCS,3.0,0.936
snli,last,15,CCS,4.0,0.94
snli,last,16,CCS,0.0,0.946
snli,last,16,CCS,1.0,0.944
snli,last,16,CCS,2.0,0.634
snli,last,16,CCS,3.0,0.95
snli,last,16,CCS,4.0,0.942
snli,last,17,CCS,0.0,0.946
snli,last,17,CCS,1.0,0.942
snli,last,17,CCS,2.0,0.938
snli,last,17,CCS,3.0,0.934
snli,last,17,CCS,4.0,0.942
snli,last,18,CCS,0.0,0.938
snli,last,18,CCS,1.0,0.942
snli,last,18,CCS,2.0,0.74
snli,last,18,CCS,3.0,0.94
snli,last,18,CCS,4.0,0.932
snli,last,20,CCS,0.0,0.934
snli,last,20,CCS,1.0,0.938
snli,last,20,CCS,2.0,0.936
snli,last,20,CCS,3.0,0.94
snli,last,20,CCS,4.0,0.924
snli,last,22,CCS,0.0,0.938
snli,last,22,CCS,1.0,0.942
snli,last,22,CCS,2.0,0.936
snli,last,22,CCS,3.0,0.942
snli,last,22,CCS,4.0,0.926
snli,last,24,CCS,0.0,0.938
snli,last,24,CCS,1.0,0.934
snli,last,24,CCS,2.0,0.936
snli,last,24,CCS,3.0,0.936
snli,last,24,CCS,4.0,0.91
sp_en_trans,second_to_last,8,logistic,,1.0
sp_en_trans,second_to_last,10,logistic,,1.0
sp_en_trans,second_to_last,12,logistic,,1.0
sp_en_trans,second_to_last,14,logistic,,1.0
sp_en_trans,second_to_last,15,logistic,,1.0
sp_en_trans,second_to_last,16,logistic,,1.0
sp_en_trans,second_to_last,17,logistic,,1.0
sp_en_trans,second_to_last,18,logistic,,1.0
sp_en_trans,second_to_last,20,logistic,,0.9943502824858758
sp_en_trans,second_to_last,22,logistic,,0.9943502824858758
sp_en_trans,second_to_last,24,logistic,,0.9943502824858758
sp_en_trans,second_to_last,8,tcPCA-1,,1.0
sp_en_trans,second_to_last,10,tcPCA-1,,1.0
sp_en_trans,second_to_last,12,tcPCA-1,,1.0
sp_en_trans,second_to_last,14,tcPCA-1,,1.0
sp_en_trans,second_to_last,15,tcPCA-1,,1.0
sp_en_trans,second_to_last,16,tcPCA-1,,1.0
sp_en_trans,second_to_last,17,tcPCA-1,,0.9943502824858758
sp_en_trans,second_to_last,18,tcPCA-1,,0.9943502824858758
sp_en_trans,second_to_last,20,tcPCA-1,,0.9943502824858758
sp_en_trans,second_to_last,22,tcPCA-1,,0.9943502824858758
sp_en_trans,second_to_last,24,tcPCA-1,,0.9943502824858758
sp_en_trans,second_to_last,8,GCC-1,,1.0
sp_en_trans,second_to_last,10,GCC-1,,1.0
sp_en_trans,second_to_last,12,GCC-1,,1.0
sp_en_trans,second_to_last,14,GCC-1,,1.0
sp_en_trans,second_to_last,15,GCC-1,,1.0
sp_en_trans,second_to_last,16,GCC-1,,1.0
sp_en_trans,second_to_last,17,GCC-1,,0.9943502824858758
sp_en_trans,second_to_last,18,GCC-1,,0.9943502824858758
sp_en_trans,second_to_last,20,GCC-1,,0.9943502824858758
sp_en_trans,second_to_last,22,GCC-1,,0.9943502824858758
sp_en_trans,second_to_last,24,GCC-1,,0.9943502824858758
sp_en_trans,second_to_last,8,CCS,0.0,1.0
sp_en_trans,second_to_last,8,CCS,1.0,1.0
sp_en_trans,second_to_last,8,CCS,2.0,1.0
sp_en_trans,second_to_last,8,CCS,3.0,1.0
sp_en_trans,second_to_last,8,CCS,4.0,1.0
sp_en_trans,second_to_last,10,CCS,0.0,1.0
sp_en_trans,second_to_last,10,CCS,1.0,1.0
sp_en_trans,second_to_last,10,CCS,2.0,1.0
sp_en_trans,second_to_last,10,CCS,3.0,1.0
sp_en_trans,second_to_last,10,CCS,4.0,1.0
sp_en_trans,second_to_last,12,CCS,0.0,1.0
sp_en_trans,second_to_last,12,CCS,1.0,1.0
sp_en_trans,second_to_last,12,CCS,2.0,1.0
sp_en_trans,second_to_last,12,CCS,3.0,1.0
sp_en_trans,second_to_last,12,CCS,4.0,1.0
sp_en_trans,second_to_last,14,CCS,0.0,1.0
sp_en_trans,second_to_last,14,CCS,1.0,1.0
sp_en_trans,second_to_last,14,CCS,2.0,1.0
sp_en_trans,second_to_last,14,CCS,3.0,1.0
sp_en_trans,second_to_last,14,CCS,4.0,1.0
sp_en_trans,second_to_last,15,CCS,0.0,1.0
sp_en_trans,second_to_last,15,CCS,1.0,1.0
sp_en_trans,second_to_last,15,CCS,2.0,1.0
sp_en_trans,second_to_last,15,CCS,3.0,1.0
sp_en_trans,second_to_last,15,CCS,4.0,1.0
sp_en_trans,second_to_last,16,CCS,0.0,1.0
sp_en_trans,second_to_last,16,CCS,1.0,1.0
sp_en_trans,second_to_last,16,CCS,2.0,1.0
sp_en_trans,second_to_last,16,CCS,3.0,1.0
sp_en_trans,second_to_last,16,CCS,4.0,1.0
sp_en_trans,second_to_last,17,CCS,0.0,0.9943502824858758
sp_en_trans,second_to_last,17,CCS,1.0,0.9943502824858758
sp_en_trans,second_to_last,17,CCS,2.0,1.0
sp_en_trans,second_to_last,17,CCS,3.0,0.9943502824858758
sp_en_trans,second_to_last,17,CCS,4.0,1.0
sp_en_trans,second_to_last,18,CCS,0.0,0.9943502824858758
sp_en_trans,second_to_last,18,CCS,1.0,0.9943502824858758
sp_en_trans,second_to_last,18,CCS,2.0,0.9943502824858758
sp_en_trans,second_to_last,18,CCS,3.0,0.9943502824858758
sp_en_trans,second_to_last,18,CCS,4.0,0.9943502824858758
sp_en_trans,second_to_last,20,CCS,0.0,0.9943502824858758
sp_en_trans,second_to_last,20,CCS,1.0,0.9943502824858758
sp_en_trans,second_to_last,20,CCS,2.0,0.9943502824858758
sp_en_trans,second_to_last,20,CCS,3.0,0.9943502824858758
sp_en_trans,second_to_last,20,CCS,4.0,0.9943502824858758
sp_en_trans,second_to_last,22,CCS,0.0,0.9943502824858758
sp_en_trans,second_to_last,22,CCS,1.0,0.9943502824858758
sp_en_trans,second_to_last,22,CCS,2.0,1.0
sp_en_trans,second_to_last,22,CCS,3.0,0.9943502824858758
sp_en_trans,second_to_last,22,CCS,4.0,0.9943502824858758
sp_en_trans,second_to_last,24,CCS,0.0,0.9943502824858758
sp_en_trans,second_to_last,24,CCS,1.0,0.9943502824858758
sp_en_trans,second_to_last,24,CCS,2.0,0.9943502824858758
sp_en_trans,second_to_last,24,CCS,3.0,0.9943502824858758
sp_en_trans,second_to_last,24,CCS,4.0,0.9943502824858758
sp_en_trans,last,8,logistic,,1.0
sp_en_trans,last,10,logistic,,1.0
sp_en_trans,last,12,logistic,,1.0
sp_en_trans,last,14,logistic,,1.0
sp_en_trans,last,15,logistic,,1.0
sp_en_trans,last,16,logistic,,1.0
sp_en_trans,last,17,logistic,,1.0
sp_en_trans,last,18,logistic,,1.0
sp_en_trans,last,20,logistic,,1.0
sp_en_trans,last,22,logistic,,1.0
sp_en_trans,last,24,logistic,,1.0
sp_en_trans,last,8,tcPCA-1,,0.9774011299435028
sp_en_trans,last,10,tcPCA-1,,1.0
sp_en_trans,last,12,tcPCA-1,,1.0
sp_en_trans,last,14,tcPCA-1,,1.0
sp_en_trans,last,15,tcPCA-1,,1.0
sp_en_trans,last,16,tcPCA-1,,1.0
sp_en_trans,last,17,tcPCA-1,,1.0
sp_en_trans,last,18,tcPCA-1,,1.0
sp_en_trans,last,20,tcPCA-1,,1.0
sp_en_trans,last,22,tcPCA-1,,0.9943502824858758
sp_en_trans,last,24,tcPCA-1,,0.9943502824858758
sp_en_trans,last,8,GCC-1,,1.0
sp_en_trans,last,10,GCC-1,,1.0
sp_en_trans,last,12,GCC-1,,1.0
sp_en_trans,last,14,GCC-1,,1.0
sp_en_trans,last,15,GCC-1,,1.0
sp_en_trans,last,16,GCC-1,,1.0
sp_en_trans,last,17,GCC-1,,1.0
sp_en_trans,last,18,GCC-1,,1.0
sp_en_trans,last,20,GCC-1,,1.0
sp_en_trans,last,22,GCC-1,,1.0
sp_en_trans,last,24,GCC-1,,1.0
sp_en_trans,last,8,CCS,0.0,1.0
sp_en_trans,last,8,CCS,1.0,1.0
sp_en_trans,last,8,CCS,2.0,1.0
sp_en_trans,last,8,CCS,3.0,1.0
sp_en_trans,last,8,CCS,4.0,1.0
sp_en_trans,last,10,CCS,0.0,1.0
sp_en_trans,last,10,CCS,1.0,1.0
sp_en_trans,last,10,CCS,2.0,1.0
sp_en_trans,last,10,CCS,3.0,1.0
sp_en_trans,last,10,CCS,4.0,1.0
sp_en_trans,last,12,CCS,0.0,1.0
sp_en_trans,last,12,CCS,1.0,1.0
sp_en_trans,last,12,CCS,2.0,1.0
sp_en_trans,last,12,CCS,3.0,1.0
sp_en_trans,last,12,CCS,4.0,1.0
sp_en_trans,last,14,CCS,0.0,1.0
sp_en_trans,last,14,CCS,1.0,1.0
sp_en_trans,last,14,CCS,2.0,1.0
sp_en_trans,last,14,CCS,3.0,1.0
sp_en_trans,last,14,CCS,4.0,1.0
sp_en_trans,last,15,CCS,0.0,1.0
sp_en_trans,last,15,CCS,1.0,1.0
sp_en_trans,last,15,CCS,2.0,1.0
sp_en_trans,last,15,CCS,3.0,1.0
sp_en_trans,last,15,CCS,4.0,1.0
sp_en_trans,last,16,CCS,0.0,1.0
sp_en_trans,last,16,CCS,1.0,1.0
sp_en_trans,last,16,CCS,2.0,1.0
sp_en_trans,last,16,CCS,3.0,1.0
sp_en_trans,last,16,CCS,4.0,1.0
sp_en_trans,last,17,CCS,0.0,0.6666666666666666
sp_en_trans,last,17,CCS,1.0,1.0
sp_en_trans,last,17,CCS,2.0,1.0
sp_en_trans,last,17,CCS,3.0,1.0
sp_en_trans,last,17,CCS,4.0,1.0
sp_en_trans,last,18,CCS,0.0,1.0
sp_en_trans,last,18,CCS,1.0,1.0
sp_en_trans,last,18,CCS,2.0,1.0
sp_en_trans,last,18,CCS,3.0,1.0
sp_en_trans,last,18,CCS,4.0,1.0
sp_en_trans,last,20,CCS,0.0,1.0
sp_en_trans,last,20,CCS,1.0,0.8135593220338984
sp_en_trans,last,20,CCS,2.0,1.0
sp_en_trans,last,20,CCS,3.0,1.0
sp_en_trans,last,20,CCS,4.0,1.0
sp_en_trans,last,22,CCS,0.0,1.0
sp_en_trans,last,22,CCS,1.0,0.7627118644067796
sp_en_trans,last,22,CCS,2.0,1.0
sp_en_trans,last,22,CCS,3.0,1.0
sp_en_trans,last,22,CCS,4.0,1.0
sp_en_trans,last,24,CCS,0.0,1.0
sp_en_trans,last,24,CCS,1.0,1.0
sp_en_trans,last,24,CCS,2.0,1.0
sp_en_trans,last,24,CCS,3.0,1.0
sp_en_trans,last,24,CCS,4.0,1.0
