dataset,split,pair_id,base_id,counterfactual_id
ent_bank,train,ent_bank_train_180_t_b0_6900,ent_bank_train_180_t_b0,ent_bank_train_180_t_b1
ent_bank,train,ent_bank_train_602_f_b0_6901,ent_bank_train_602_f_b0,ent_bank_train_602_f_b1
ent_bank,train,ent_bank_train_721_t_b0_6902,ent_bank_train_721_t_b0,ent_bank_train_721_t_b1
ent_bank,train,ent_bank_dev_156_f_b0_6903,ent_bank_dev_156_f_b0,ent_bank_dev_156_f_b1
ent_bank,train,ent_bank_train_983_t_b0_6904,ent_bank_train_983_t_b0,ent_bank_train_983_t_b1
ent_bank,train,ent_bank_train_1200_t_b0_6905,ent_bank_train_1200_t_b0,ent_bank_train_1200_t_b1
ent_bank,train,ent_bank_train_387_t_b0_6906,ent_bank_train_387_t_b0,ent_bank_train_387_t_b1
ent_bank,train,ent_bank_train_463_f_b0_6907,ent_bank_train_463_f_b0,ent_bank_train_463_f_b1
ent_bank,train,ent_bank_test_187_f_b0_6908,ent_bank_test_187_f_b0,ent_bank_test_187_f_b1
ent_bank,train,ent_bank_train_1286_t_b0_6909,ent_bank_train_1286_t_b0,ent_bank_train_1286_t_b1
ent_bank,train,ent_bank_train_10_t_b0_6910,ent_bank_train_10_t_b0,ent_bank_train_10_t_b1
ent_bank,train,ent_bank_train_432_t_b0_6911,ent_bank_train_432_t_b0,ent_bank_train_432_t_b1
ent_bank,train,ent_bank_test_1_t_b0_6912,ent_bank_test_1_t_b0,ent_bank_test_1_t_b1
ent_bank,train,ent_bank_train_1052_t_b0_6913,ent_bank_train_1052_t_b0,ent_bank_train_1052_t_b1
ent_bank,train,ent_bank_train_1085_t_b0_6914,ent_bank_train_1085_t_b0,ent_bank_train_1085_t_b1
ent_bank,train,ent_bank_train_548_f_b0_6915,ent_bank_train_548_f_b0,ent_bank_train_548_f_b1
ent_bank,train,ent_bank_train_981_t_b0_6916,ent_bank_train_981_t_b0,ent_bank_train_981_t_b1
ent_bank,train,ent_bank_test_23_f_b0_6917,ent_bank_test_23_f_b0,ent_bank_test_23_f_b1
ent_bank,train,ent_bank_train_1096_f_b0_6918,ent_bank_train_1096_f_b0,ent_bank_train_1096_f_b1
ent_bank,train,ent_bank_train_84_f_b0_6919,ent_bank_train_84_f_b0,ent_bank_train_84_f_b1
ent_bank,train,ent_bank_train_640_t_b0_6920,ent_bank_train_640_t_b0,ent_bank_train_640_t_b1
ent_bank,train,ent_bank_train_451_f_b0_6921,ent_bank_train_451_f_b0,ent_bank_train_451_f_b1
ent_bank,train,ent_bank_train_865_f_b0_6922,ent_bank_train_865_f_b0,ent_bank_train_865_f_b1
ent_bank,train,ent_bank_train_915_t_b0_6923,ent_bank_train_915_t_b0,ent_bank_train_915_t_b1
ent_bank,train,ent_bank_train_100_t_b0_6924,ent_bank_train_100_t_b0,ent_bank_train_100_t_b1
ent_bank,train,ent_bank_train_985_f_b0_6925,ent_bank_train_985_f_b0,ent_bank_train_985_f_b1
ent_bank,train,ent_bank_train_625_t_b0_6926,ent_bank_train_625_t_b0,ent_bank_train_625_t_b1
ent_bank,train,ent_bank_test_85_f_b0_6927,ent_bank_test_85_f_b0,ent_bank_test_85_f_b1
ent_bank,train,ent_bank_train_616_f_b0_6928,ent_bank_train_616_f_b0,ent_bank_train_616_f_b1
ent_bank,train,ent_bank_test_211_f_b0_6929,ent_bank_test_211_f_b0,ent_bank_test_211_f_b1
ent_bank,train,ent_bank_test_249_t_b0_6930,ent_bank_test_249_t_b0,ent_bank_test_249_t_b1
ent_bank,train,ent_bank_train_458_t_b0_6931,ent_bank_train_458_t_b0,ent_bank_train_458_t_b1
ent_bank,train,ent_bank_train_1145_t_b0_6932,ent_bank_train_1145_t_b0,ent_bank_train_1145_t_b1
ent_bank,train,ent_bank_dev_54_f_b0_6933,ent_bank_dev_54_f_b0,ent_bank_dev_54_f_b1
ent_bank,train,ent_bank_train_308_f_b0_6934,ent_bank_train_308_f_b0,ent_bank_train_308_f_b1
ent_bank,train,ent_bank_train_1277_t_b0_6935,ent_bank_train_1277_t_b0,ent_bank_train_1277_t_b1
ent_bank,train,ent_bank_train_896_f_b0_6936,ent_bank_train_896_f_b0,ent_bank_train_896_f_b1
ent_bank,train,ent_bank_train_1007_f_b0_6937,ent_bank_train_1007_f_b0,ent_bank_train_1007_f_b1
ent_bank,train,ent_bank_train_292_t_b0_6938,ent_bank_train_292_t_b0,ent_bank_train_292_t_b1
ent_bank,train,ent_bank_train_1130_t_b0_6939,ent_bank_train_1130_t_b0,ent_bank_train_1130_t_b1
ent_bank,train,ent_bank_train_973_f_b0_6940,ent_bank_train_973_f_b0,ent_bank_train_973_f_b1
ent_bank,train,ent_bank_train_781_f_b0_6941,ent_bank_train_781_f_b0,ent_bank_train_781_f_b1
ent_bank,train,ent_bank_train_371_f_b0_6942,ent_bank_train_371_f_b0,ent_bank_train_371_f_b1
ent_bank,train,ent_bank_train_727_t_b0_6943,ent_bank_train_727_t_b0,ent_bank_train_727_t_b1
ent_bank,train,ent_bank_test_127_f_b0_6944,ent_bank_test_127_f_b0,ent_bank_test_127_f_b1
ent_bank,train,ent_bank_dev_101_t_b0_6945,ent_bank_dev_101_t_b0,ent_bank_dev_101_t_b1
ent_bank,train,ent_bank_train_802_t_b0_6946,ent_bank_train_802_t_b0,ent_bank_train_802_t_b1
ent_bank,train,ent_bank_train_519_f_b0_6947,ent_bank_train_519_f_b0,ent_bank_train_519_f_b1
ent_bank,train,ent_bank_train_286_t_b0_6948,ent_bank_train_286_t_b0,ent_bank_train_286_t_b1
ent_bank,train,ent_bank_train_686_f_b0_6949,ent_bank_train_686_f_b0,ent_bank_train_686_f_b1
ent_bank,train,ent_bank_dev_21_t_b0_6950,ent_bank_dev_21_t_b0,ent_bank_dev_21_t_b1
ent_bank,train,ent_bank_train_485_t_b0_6951,ent_bank_train_485_t_b0,ent_bank_train_485_t_b1
ent_bank,train,ent_bank_train_503_t_b0_6952,ent_bank_train_503_t_b0,ent_bank_train_503_t_b1
ent_bank,train,ent_bank_test_42_t_b0_6953,ent_bank_test_42_t_b0,ent_bank_test_42_t_b1
ent_bank,train,ent_bank_dev_24_t_b0_6954,ent_bank_dev_24_t_b0,ent_bank_dev_24_t_b1
ent_bank,train,ent_bank_train_915_f_b0_6955,ent_bank_train_915_f_b0,ent_bank_train_915_f_b1
ent_bank,train,ent_bank_train_580_f_b0_6956,ent_bank_train_580_f_b0,ent_bank_train_580_f_b1
ent_bank,train,ent_bank_train_1286_f_b0_6957,ent_bank_train_1286_f_b0,ent_bank_train_1286_f_b1
ent_bank,train,ent_bank_train_1002_f_b0_6958,ent_bank_train_1002_f_b0,ent_bank_train_1002_f_b1
ent_bank,train,ent_bank_train_304_t_b0_6959,ent_bank_train_304_t_b0,ent_bank_train_304_t_b1
ent_bank,train,ent_bank_train_943_t_b0_6960,ent_bank_train_943_t_b0,ent_bank_train_943_t_b1
ent_bank,train,ent_bank_train_797_f_b0_6961,ent_bank_train_797_f_b0,ent_bank_train_797_f_b1
ent_bank,train,ent_bank_dev_166_f_b0_6962,ent_bank_dev_166_f_b0,ent_bank_dev_166_f_b1
ent_bank,train,ent_bank_train_1243_f_b0_6963,ent_bank_train_1243_f_b0,ent_bank_train_1243_f_b1
ent_bank,train,ent_bank_train_568_f_b0_6964,ent_bank_train_568_f_b0,ent_bank_train_568_f_b1
ent_bank,train,ent_bank_train_930_t_b0_6965,ent_bank_train_930_t_b0,ent_bank_train_930_t_b1
ent_bank,train,ent_bank_test_261_t_b0_6966,ent_bank_test_261_t_b0,ent_bank_test_261_t_b1
ent_bank,train,ent_bank_train_739_f_b0_6967,ent_bank_train_739_f_b0,ent_bank_train_739_f_b1
ent_bank,train,ent_bank_train_1146_t_b0_6968,ent_bank_train_1146_t_b0,ent_bank_train_1146_t_b1
ent_bank,train,ent_bank_test_204_f_b0_6969,ent_bank_test_204_f_b0,ent_bank_test_204_f_b1
ent_bank,train,ent_bank_dev_8_f_b0_6970,ent_bank_dev_8_f_b0,ent_bank_dev_8_f_b1
ent_bank,train,ent_bank_train_141_t_b0_6971,ent_bank_train_141_t_b0,ent_bank_train_141_t_b1
ent_bank,train,ent_bank_dev_68_t_b0_6972,ent_bank_dev_68_t_b0,ent_bank_dev_68_t_b1
ent_bank,train,ent_bank_train_123_t_b0_6973,ent_bank_train_123_t_b0,ent_bank_train_123_t_b1
ent_bank,train,ent_bank_train_1028_f_b0_6974,ent_bank_train_1028_f_b0,ent_bank_train_1028_f_b1
ent_bank,train,ent_bank_train_253_f_b0_6975,ent_bank_train_253_f_b0,ent_bank_train_253_f_b1
ent_bank,train,ent_bank_train_1016_t_b0_6976,ent_bank_train_1016_t_b0,ent_bank_train_1016_t_b1
ent_bank,train,ent_bank_train_466_f_b0_6977,ent_bank_train_466_f_b0,ent_bank_train_466_f_b1
ent_bank,train,ent_bank_test_92_t_b0_6978,ent_bank_test_92_t_b0,ent_bank_test_92_t_b1
ent_bank,train,ent_bank_dev_151_f_b0_6979,ent_bank_dev_151_f_b0,ent_bank_dev_151_f_b1
ent_bank,train,ent_bank_train_1281_f_b0_6980,ent_bank_train_1281_f_b0,ent_bank_train_1281_f_b1
ent_bank,train,ent_bank_train_1095_t_b0_6981,ent_bank_train_1095_t_b0,ent_bank_train_1095_t_b1
ent_bank,train,ent_bank_dev_90_t_b0_6982,ent_bank_dev_90_t_b0,ent_bank_dev_90_t_b1
ent_bank,train,ent_bank_test_80_f_b0_6983,ent_bank_test_80_f_b0,ent_bank_test_80_f_b1
ent_bank,train,ent_bank_train_408_t_b0_6984,ent_bank_train_408_t_b0,ent_bank_train_408_t_b1
ent_bank,train,ent_bank_train_584_t_b0_6985,ent_bank_train_584_t_b0,ent_bank_train_584_t_b1
ent_bank,train,ent_bank_train_784_f_b0_6986,ent_bank_train_784_f_b0,ent_bank_train_784_f_b1
ent_bank,train,ent_bank_train_997_t_b0_6987,ent_bank_train_997_t_b0,ent_bank_train_997_t_b1
ent_bank,train,ent_bank_train_225_f_b0_6988,ent_bank_train_225_f_b0,ent_bank_train_225_f_b1
ent_bank,train,ent_bank_test_171_t_b0_6989,ent_bank_test_171_t_b0,ent_bank_test_171_t_b1
ent_bank,train,ent_bank_dev_72_t_b0_6990,ent_bank_dev_72_t_b0,ent_bank_dev_72_t_b1
ent_bank,train,ent_bank_train_1135_f_b0_6991,ent_bank_train_1135_f_b0,ent_bank_train_1135_f_b1
ent_bank,train,ent_bank_train_142_t_b0_6992,ent_bank_train_142_t_b0,ent_bank_train_142_t_b1
ent_bank,train,ent_bank_train_332_f_b0_6993,ent_bank_train_332_f_b0,ent_bank_train_332_f_b1
ent_bank,train,ent_bank_train_955_t_b0_6994,ent_bank_train_955_t_b0,ent_bank_train_955_t_b1
ent_bank,train,ent_bank_train_1009_f_b0_6995,ent_bank_train_1009_f_b0,ent_bank_train_1009_f_b1
ent_bank,train,ent_bank_test_13_t_b0_6996,ent_bank_test_13_t_b0,ent_bank_test_13_t_b1
ent_bank,train,ent_bank_test_313_t_b0_6997,ent_bank_test_313_t_b0,ent_bank_test_313_t_b1
ent_bank,train,ent_bank_train_543_f_b0_6998,ent_bank_train_543_f_b0,ent_bank_train_543_f_b1
ent_bank,train,ent_bank_test_290_t_b0_6999,ent_bank_test_290_t_b0,ent_bank_test_290_t_b1
ent_bank,train,ent_bank_train_216_t_b0_7000,ent_bank_train_216_t_b0,ent_bank_train_216_t_b1
ent_bank,train,ent_bank_train_1225_f_b0_7001,ent_bank_train_1225_f_b0,ent_bank_train_1225_f_b1
ent_bank,train,ent_bank_train_892_f_b0_7002,ent_bank_train_892_f_b0,ent_bank_train_892_f_b1
ent_bank,train,ent_bank_test_273_t_b0_7003,ent_bank_test_273_t_b0,ent_bank_test_273_t_b1
ent_bank,train,ent_bank_train_41_f_b0_7004,ent_bank_train_41_f_b0,ent_bank_train_41_f_b1
ent_bank,train,ent_bank_train_1273_t_b0_7005,ent_bank_train_1273_t_b0,ent_bank_train_1273_t_b1
ent_bank,train,ent_bank_train_1038_t_b0_7006,ent_bank_train_1038_t_b0,ent_bank_train_1038_t_b1
ent_bank,train,ent_bank_train_1299_f_b0_7007,ent_bank_train_1299_f_b0,ent_bank_train_1299_f_b1
ent_bank,train,ent_bank_train_482_f_b0_7008,ent_bank_train_482_f_b0,ent_bank_train_482_f_b1
ent_bank,train,ent_bank_test_141_t_b0_7009,ent_bank_test_141_t_b0,ent_bank_test_141_t_b1
ent_bank,train,ent_bank_test_228_t_b0_7010,ent_bank_test_228_t_b0,ent_bank_test_228_t_b1
ent_bank,train,ent_bank_train_68_t_b0_7011,ent_bank_train_68_t_b0,ent_bank_train_68_t_b1
ent_bank,train,ent_bank_dev_105_t_b0_7012,ent_bank_dev_105_t_b0,ent_bank_dev_105_t_b1
ent_bank,train,ent_bank_dev_10_t_b0_7013,ent_bank_dev_10_t_b0,ent_bank_dev_10_t_b1
ent_bank,train,ent_bank_train_761_f_b0_7014,ent_bank_train_761_f_b0,ent_bank_train_761_f_b1
ent_bank,train,ent_bank_train_383_f_b0_7015,ent_bank_train_383_f_b0,ent_bank_train_383_f_b1
ent_bank,train,ent_bank_train_529_f_b0_7016,ent_bank_train_529_f_b0,ent_bank_train_529_f_b1
ent_bank,train,ent_bank_train_684_f_b0_7017,ent_bank_train_684_f_b0,ent_bank_train_684_f_b1
ent_bank,train,ent_bank_train_362_f_b0_7018,ent_bank_train_362_f_b0,ent_bank_train_362_f_b1
ent_bank,train,ent_bank_train_1014_t_b0_7019,ent_bank_train_1014_t_b0,ent_bank_train_1014_t_b1
ent_bank,train,ent_bank_train_1306_t_b0_7020,ent_bank_train_1306_t_b0,ent_bank_train_1306_t_b1
ent_bank,train,ent_bank_train_855_t_b0_7021,ent_bank_train_855_t_b0,ent_bank_train_855_t_b1
ent_bank,train,ent_bank_train_393_t_b0_7022,ent_bank_train_393_t_b0,ent_bank_train_393_t_b1
ent_bank,train,ent_bank_train_689_f_b0_7023,ent_bank_train_689_f_b0,ent_bank_train_689_f_b1
ent_bank,train,ent_bank_train_45_t_b0_7024,ent_bank_train_45_t_b0,ent_bank_train_45_t_b1
ent_bank,train,ent_bank_train_656_f_b0_7025,ent_bank_train_656_f_b0,ent_bank_train_656_f_b1
ent_bank,train,ent_bank_train_1246_t_b0_7026,ent_bank_train_1246_t_b0,ent_bank_train_1246_t_b1
ent_bank,train,ent_bank_train_1073_f_b0_7027,ent_bank_train_1073_f_b0,ent_bank_train_1073_f_b1
ent_bank,train,ent_bank_train_860_t_b0_7028,ent_bank_train_860_t_b0,ent_bank_train_860_t_b1
ent_bank,train,ent_bank_test_190_f_b0_7029,ent_bank_test_190_f_b0,ent_bank_test_190_f_b1
ent_bank,train,ent_bank_test_232_f_b0_7030,ent_bank_test_232_f_b0,ent_bank_test_232_f_b1
ent_bank,train,ent_bank_train_307_t_b0_7031,ent_bank_train_307_t_b0,ent_bank_train_307_t_b1
ent_bank,train,ent_bank_test_34_t_b0_7032,ent_bank_test_34_t_b0,ent_bank_test_34_t_b1
ent_bank,train,ent_bank_train_890_f_b0_7033,ent_bank_train_890_f_b0,ent_bank_train_890_f_b1
ent_bank,train,ent_bank_dev_98_t_b0_7034,ent_bank_dev_98_t_b0,ent_bank_dev_98_t_b1
ent_bank,train,ent_bank_dev_59_f_b0_7035,ent_bank_dev_59_f_b0,ent_bank_dev_59_f_b1
ent_bank,train,ent_bank_train_1103_t_b0_7036,ent_bank_train_1103_t_b0,ent_bank_train_1103_t_b1
ent_bank,train,ent_bank_test_214_f_b0_7037,ent_bank_test_214_f_b0,ent_bank_test_214_f_b1
ent_bank,train,ent_bank_train_1271_f_b0_7038,ent_bank_train_1271_f_b0,ent_bank_train_1271_f_b1
ent_bank,train,ent_bank_train_628_f_b0_7039,ent_bank_train_628_f_b0,ent_bank_train_628_f_b1
ent_bank,train,ent_bank_train_459_f_b0_7040,ent_bank_train_459_f_b0,ent_bank_train_459_f_b1
ent_bank,train,ent_bank_train_52_t_b0_7041,ent_bank_train_52_t_b0,ent_bank_train_52_t_b1
ent_bank,train,ent_bank_train_151_f_b0_7042,ent_bank_train_151_f_b0,ent_bank_train_151_f_b1
ent_bank,train,ent_bank_train_977_t_b0_7043,ent_bank_train_977_t_b0,ent_bank_train_977_t_b1
ent_bank,train,ent_bank_test_249_f_b0_7044,ent_bank_test_249_f_b0,ent_bank_test_249_f_b1
ent_bank,train,ent_bank_train_745_f_b0_7045,ent_bank_train_745_f_b0,ent_bank_train_745_f_b1
ent_bank,train,ent_bank_train_516_f_b0_7046,ent_bank_train_516_f_b0,ent_bank_train_516_f_b1
ent_bank,train,ent_bank_test_61_f_b0_7047,ent_bank_test_61_f_b0,ent_bank_test_61_f_b1
ent_bank,train,ent_bank_train_1074_f_b0_7048,ent_bank_train_1074_f_b0,ent_bank_train_1074_f_b1
ent_bank,train,ent_bank_train_824_f_b0_7049,ent_bank_train_824_f_b0,ent_bank_train_824_f_b1
ent_bank,train,ent_bank_test_195_f_b0_7050,ent_bank_test_195_f_b0,ent_bank_test_195_f_b1
ent_bank,train,ent_bank_train_381_f_b0_7051,ent_bank_train_381_f_b0,ent_bank_train_381_f_b1
ent_bank,train,ent_bank_dev_43_f_b0_7052,ent_bank_dev_43_f_b0,ent_bank_dev_43_f_b1
ent_bank,train,ent_bank_train_1027_t_b0_7053,ent_bank_train_1027_t_b0,ent_bank_train_1027_t_b1
ent_bank,train,ent_bank_train_115_f_b0_7054,ent_bank_train_115_f_b0,ent_bank_train_115_f_b1
ent_bank,train,ent_bank_train_662_t_b0_7055,ent_bank_train_662_t_b0,ent_bank_train_662_t_b1
ent_bank,train,ent_bank_train_988_f_b0_7056,ent_bank_train_988_f_b0,ent_bank_train_988_f_b1
ent_bank,train,ent_bank_train_1060_f_b0_7057,ent_bank_train_1060_f_b0,ent_bank_train_1060_f_b1
ent_bank,train,ent_bank_train_904_f_b0_7058,ent_bank_train_904_f_b0,ent_bank_train_904_f_b1
ent_bank,train,ent_bank_train_867_t_b0_7059,ent_bank_train_867_t_b0,ent_bank_train_867_t_b1
ent_bank,train,ent_bank_train_1017_f_b0_7060,ent_bank_train_1017_f_b0,ent_bank_train_1017_f_b1
ent_bank,train,ent_bank_test_129_f_b0_7061,ent_bank_test_129_f_b0,ent_bank_test_129_f_b1
ent_bank,train,ent_bank_train_455_f_b0_7062,ent_bank_train_455_f_b0,ent_bank_train_455_f_b1
ent_bank,train,ent_bank_train_382_f_b0_7063,ent_bank_train_382_f_b0,ent_bank_train_382_f_b1
ent_bank,train,ent_bank_train_733_f_b0_7064,ent_bank_train_733_f_b0,ent_bank_train_733_f_b1
ent_bank,train,ent_bank_train_204_f_b0_7065,ent_bank_train_204_f_b0,ent_bank_train_204_f_b1
ent_bank,train,ent_bank_train_42_f_b0_7066,ent_bank_train_42_f_b0,ent_bank_train_42_f_b1
ent_bank,train,ent_bank_dev_136_f_b0_7067,ent_bank_dev_136_f_b0,ent_bank_dev_136_f_b1
ent_bank,train,ent_bank_train_755_f_b0_7068,ent_bank_train_755_f_b0,ent_bank_train_755_f_b1
ent_bank,train,ent_bank_test_172_f_b0_7069,ent_bank_test_172_f_b0,ent_bank_test_172_f_b1
ent_bank,train,ent_bank_train_159_t_b0_7070,ent_bank_train_159_t_b0,ent_bank_train_159_t_b1
ent_bank,train,ent_bank_train_1250_t_b0_7071,ent_bank_train_1250_t_b0,ent_bank_train_1250_t_b1
ent_bank,train,ent_bank_dev_128_t_b0_7072,ent_bank_dev_128_t_b0,ent_bank_dev_128_t_b1
ent_bank,train,ent_bank_test_213_f_b0_7073,ent_bank_test_213_f_b0,ent_bank_test_213_f_b1
ent_bank,train,ent_bank_test_122_f_b0_7074,ent_bank_test_122_f_b0,ent_bank_test_122_f_b1
ent_bank,train,ent_bank_train_594_f_b0_7075,ent_bank_train_594_f_b0,ent_bank_train_594_f_b1
ent_bank,train,ent_bank_train_792_t_b0_7076,ent_bank_train_792_t_b0,ent_bank_train_792_t_b1
ent_bank,train,ent_bank_train_218_f_b0_7077,ent_bank_train_218_f_b0,ent_bank_train_218_f_b1
ent_bank,train,ent_bank_train_72_t_b0_7078,ent_bank_train_72_t_b0,ent_bank_train_72_t_b1
ent_bank,train,ent_bank_train_745_t_b0_7079,ent_bank_train_745_t_b0,ent_bank_train_745_t_b1
ent_bank,train,ent_bank_train_316_f_b0_7080,ent_bank_train_316_f_b0,ent_bank_train_316_f_b1
ent_bank,train,ent_bank_train_690_f_b0_7081,ent_bank_train_690_f_b0,ent_bank_train_690_f_b1
ent_bank,train,ent_bank_test_30_f_b0_7082,ent_bank_test_30_f_b0,ent_bank_test_30_f_b1
ent_bank,train,ent_bank_train_42_t_b0_7083,ent_bank_train_42_t_b0,ent_bank_train_42_t_b1
ent_bank,train,ent_bank_train_668_t_b0_7084,ent_bank_train_668_t_b0,ent_bank_train_668_t_b1
ent_bank,train,ent_bank_test_251_f_b0_7085,ent_bank_test_251_f_b0,ent_bank_test_251_f_b1
ent_bank,train,ent_bank_test_319_f_b0_7086,ent_bank_test_319_f_b0,ent_bank_test_319_f_b1
ent_bank,train,ent_bank_test_137_t_b0_7087,ent_bank_test_137_t_b0,ent_bank_test_137_t_b1
ent_bank,train,ent_bank_test_322_t_b0_7088,ent_bank_test_322_t_b0,ent_bank_test_322_t_b1
ent_bank,train,ent_bank_train_642_f_b0_7089,ent_bank_train_642_f_b0,ent_bank_train_642_f_b1
ent_bank,train,ent_bank_test_218_t_b0_7090,ent_bank_test_218_t_b0,ent_bank_test_218_t_b1
ent_bank,train,ent_bank_test_15_f_b0_7091,ent_bank_test_15_f_b0,ent_bank_test_15_f_b1
ent_bank,train,ent_bank_test_233_f_b0_7092,ent_bank_test_233_f_b0,ent_bank_test_233_f_b1
ent_bank,train,ent_bank_train_278_t_b0_7093,ent_bank_train_278_t_b0,ent_bank_train_278_t_b1
ent_bank,train,ent_bank_train_559_t_b0_7094,ent_bank_train_559_t_b0,ent_bank_train_559_t_b1
ent_bank,train,ent_bank_dev_46_f_b0_7095,ent_bank_dev_46_f_b0,ent_bank_dev_46_f_b1
ent_bank,train,ent_bank_train_965_t_b0_7096,ent_bank_train_965_t_b0,ent_bank_train_965_t_b1
ent_bank,train,ent_bank_train_432_f_b0_7097,ent_bank_train_432_f_b0,ent_bank_train_432_f_b1
ent_bank,train,ent_bank_test_302_t_b0_7098,ent_bank_test_302_t_b0,ent_bank_test_302_t_b1
ent_bank,train,ent_bank_test_145_f_b0_7099,ent_bank_test_145_f_b0,ent_bank_test_145_f_b1
ent_bank,train,ent_bank_train_129_t_b0_7100,ent_bank_train_129_t_b0,ent_bank_train_129_t_b1
ent_bank,train,ent_bank_dev_14_t_b0_7101,ent_bank_dev_14_t_b0,ent_bank_dev_14_t_b1
ent_bank,train,ent_bank_train_30_f_b0_7102,ent_bank_train_30_f_b0,ent_bank_train_30_f_b1
ent_bank,train,ent_bank_train_363_f_b0_7103,ent_bank_train_363_f_b0,ent_bank_train_363_f_b1
ent_bank,train,ent_bank_train_1050_t_b0_7104,ent_bank_train_1050_t_b0,ent_bank_train_1050_t_b1
ent_bank,train,ent_bank_test_210_f_b0_7105,ent_bank_test_210_f_b0,ent_bank_test_210_f_b1
ent_bank,train,ent_bank_train_828_f_b0_7106,ent_bank_train_828_f_b0,ent_bank_train_828_f_b1
ent_bank,train,ent_bank_train_796_f_b0_7107,ent_bank_train_796_f_b0,ent_bank_train_796_f_b1
ent_bank,train,ent_bank_train_884_t_b0_7108,ent_bank_train_884_t_b0,ent_bank_train_884_t_b1
ent_bank,train,ent_bank_train_1224_f_b0_7109,ent_bank_train_1224_f_b0,ent_bank_train_1224_f_b1
ent_bank,train,ent_bank_train_833_f_b0_7110,ent_bank_train_833_f_b0,ent_bank_train_833_f_b1
ent_bank,train,ent_bank_dev_78_t_b0_7111,ent_bank_dev_78_t_b0,ent_bank_dev_78_t_b1
ent_bank,train,ent_bank_train_913_t_b0_7112,ent_bank_train_913_t_b0,ent_bank_train_913_t_b1
ent_bank,train,ent_bank_train_495_f_b0_7113,ent_bank_train_495_f_b0,ent_bank_train_495_f_b1
ent_bank,train,ent_bank_train_121_f_b0_7114,ent_bank_train_121_f_b0,ent_bank_train_121_f_b1
ent_bank,train,ent_bank_test_204_t_b0_7115,ent_bank_test_204_t_b0,ent_bank_test_204_t_b1
ent_bank,train,ent_bank_train_513_f_b0_7116,ent_bank_train_513_f_b0,ent_bank_train_513_f_b1
ent_bank,train,ent_bank_dev_153_f_b0_7117,ent_bank_dev_153_f_b0,ent_bank_dev_153_f_b1
ent_bank,train,ent_bank_train_142_f_b0_7118,ent_bank_train_142_f_b0,ent_bank_train_142_f_b1
ent_bank,train,ent_bank_train_1228_f_b0_7119,ent_bank_train_1228_f_b0,ent_bank_train_1228_f_b1
ent_bank,train,ent_bank_train_838_f_b0_7120,ent_bank_train_838_f_b0,ent_bank_train_838_f_b1
ent_bank,train,ent_bank_dev_60_f_b0_7121,ent_bank_dev_60_f_b0,ent_bank_dev_60_f_b1
ent_bank,train,ent_bank_train_288_t_b0_7122,ent_bank_train_288_t_b0,ent_bank_train_288_t_b1
ent_bank,train,ent_bank_test_226_t_b0_7123,ent_bank_test_226_t_b0,ent_bank_test_226_t_b1
ent_bank,train,ent_bank_train_1082_t_b0_7124,ent_bank_train_1082_t_b0,ent_bank_train_1082_t_b1
ent_bank,train,ent_bank_train_1305_t_b0_7125,ent_bank_train_1305_t_b0,ent_bank_train_1305_t_b1
ent_bank,train,ent_bank_train_2_t_b0_7126,ent_bank_train_2_t_b0,ent_bank_train_2_t_b1
ent_bank,train,ent_bank_train_916_f_b0_7127,ent_bank_train_916_f_b0,ent_bank_train_916_f_b1
ent_bank,train,ent_bank_train_1187_t_b0_7128,ent_bank_train_1187_t_b0,ent_bank_train_1187_t_b1
ent_bank,train,ent_bank_train_118_t_b0_7129,ent_bank_train_118_t_b0,ent_bank_train_118_t_b1
ent_bank,train,ent_bank_dev_165_f_b0_7130,ent_bank_dev_165_f_b0,ent_bank_dev_165_f_b1
ent_bank,train,ent_bank_train_388_t_b0_7131,ent_bank_train_388_t_b0,ent_bank_train_388_t_b1
ent_bank,train,ent_bank_train_430_f_b0_7132,ent_bank_train_430_f_b0,ent_bank_train_430_f_b1
ent_bank,train,ent_bank_train_656_t_b0_7133,ent_bank_train_656_t_b0,ent_bank_train_656_t_b1
ent_bank,train,ent_bank_train_158_f_b0_7134,ent_bank_train_158_f_b0,ent_bank_train_158_f_b1
ent_bank,train,ent_bank_train_726_f_b0_7135,ent_bank_train_726_f_b0,ent_bank_train_726_f_b1
ent_bank,train,ent_bank_test_217_t_b0_7136,ent_bank_test_217_t_b0,ent_bank_test_217_t_b1
ent_bank,train,ent_bank_dev_65_f_b0_7137,ent_bank_dev_65_f_b0,ent_bank_dev_65_f_b1
ent_bank,train,ent_bank_train_1062_f_b0_7138,ent_bank_train_1062_f_b0,ent_bank_train_1062_f_b1
ent_bank,train,ent_bank_train_1044_t_b0_7139,ent_bank_train_1044_t_b0,ent_bank_train_1044_t_b1
ent_bank,train,ent_bank_train_1238_t_b0_7140,ent_bank_train_1238_t_b0,ent_bank_train_1238_t_b1
ent_bank,train,ent_bank_test_247_f_b0_7141,ent_bank_test_247_f_b0,ent_bank_test_247_f_b1
ent_bank,train,ent_bank_test_256_t_b0_7142,ent_bank_test_256_t_b0,ent_bank_test_256_t_b1
ent_bank,train,ent_bank_train_641_f_b0_7143,ent_bank_train_641_f_b0,ent_bank_train_641_f_b1
ent_bank,train,ent_bank_train_593_t_b0_7144,ent_bank_train_593_t_b0,ent_bank_train_593_t_b1
